2147	4708	20
109	2175	4
3316	87	6
107	4317	5
7206	2315	22
3009	7262	7
106	657	1
1110	1122	14
235	4367	22
40377	7904	7
6849	4278	3
113	1943	16
1831	4026	5
165	451	22
1684	2492	1
8634	9692	12
117	5024	17
12	1313	16
101	3562	5
12	2022	16
110	8151	1
101	9129	17
12	3362	9
146	8164	16
106	6495	6
445	1532	14
14242	4380	8
12015	5031	15
7465	9511	6
107	50	7
106	2935	4
19839	4592	2
9034	2047	9
1993	2879	3
8788	5528	16
4812	3420	11
41110	5465	8
103	8865	14
41824	4381	22
12	9257	9
1528	2146	7
102	7273	30
34481	7708	17
643	1458	10
2634	6559	9
8052	5930	25
736	4091	8
111	8891	27
111	720	8
953	2750	2
12	3270	1
6010	3726	2
12	2023	4
587	5523	8
12	9833	11
103	8452	16
392	7138	10
166	6340	22
3384	330	0
1343	2274	29
4368	440	35
1196	6246	0
1057	2698	21
3698	8249	21
103	715	9
4829	7053	4
399	9876	5
39	1005	30
103	9355	4
3423	867	5
101	2723	5
2257	9927	39
881	7287	30
8227	2681	10
14	3757	11
1212	1197	17
809	6652	0
10454	4050	15
194	7137	6
4973	367	6
14628	2906	12
3035	2947	3
10756	84	5
104	8465	33
251	2479	27
108	7676	22
491	5859	28
1816	5367	20
115	3945	12
617	326	13
105	9101	10
569	9265	14
654	8852	13
1172	4338	29
125	8469	2
14	7746	9
131	4289	8
1620	9166	30
102	2889	10
14	4936	18
112	2233	15
12	5449	16
4775	2121	4
103	9155	16
1134	3903	23
125	1983	3
184	9442	1
147	3467	0
14	558	22
133	4644	8
131	4558	24
111	9011	9
164	8075	13
2463	4791	14
1534	408	12
16029	7209	3
105	1667	1
101	8581	9
3372	7508	7
12	7810	25
101	5705	12
18182	1527	0
12	6313	7
1586	9643	13
916	5685	18
102	9574	4
152	7386	2
34294	3092	11
8116	8726	5
800	8591	5
40011	426	11
2429	9121	4
6175	3763	2
4461	1549	7
122	8914	1
1382	3598	1
115	4869	19
101	8737	3
107	7264	33
10982	7643	31
105	6212	4
12	7684	15
101	4324	4
173	5343	28
415	9547	0
15285	1110	24
19578	6400	17
3282	4408	9
8378	34	33
14	7726	19
296	9341	16
18821	8805	6
105	9185	16
12	1768	20
140	9936	4
14	8670	34
37359	3897	27
119	3651	19
103	3215	20
12	3116	13
37455	8858	7
14	7562	25
20953	7584	5
220	8585	8
14806	5317	26
116	7843	2
479	1171	25
105	726	36
1714	6595	8
26049	2379	27
101	2989	1
734	173	40
33752	4787	13
14	3654	19
