8422	1
4285	2
9608	3
291	4
6259	5
3377	6
7821	7
5327	8
4833	9
2621	10
5043	11
1713	12
1579	13
7720	14
4141	15
4770	16
223	17
4490	18
2576	19
7030	20
6301	21
9941	22
3405	23
5969	24
8066	25
6216	26
2196	27
2786	28
2614	29
2595	30
8483	31
7216	32
3514	33
4210	34
6057	35
4340	36
5633	37
7391	38
6949	39
3605	40
4197	41
5734	42
9783	43
6384	44
7609	45
5180	46
5370	47
9239	48
639	49
8217	50
9883	51
2589	52
4766	53
5838	54
4262	55
4041	56
2418	57
5649	58
3710	59
3642	60
8272	61
4655	62
2043	63
9881	64
6732	65
8181	66
6369	67
7688	68
9784	69
7503	70
5808	71
9928	72
2262	73
5440	74
6014	75
2044	76
6487	77
3061	78
9808	79
3686	80
9033	81
8735	82
5981	83
7938	84
6509	85
7250	86
7830	87
4213	88
1898	89
6017	90
6381	91
6019	92
9180	93
4976	94
8	95
1074	96
8050	97
2126	98
3586	99
712	100
3575	101
120	102
9114	103
949	104
8070	105
7692	106
3646	107
6926	108
406	109
8003	110
6575	111
466	112
4236	113
5252	114
8625	115
956	116
2025	117
1248	118
1480	119
3928	120
446	121
7313	122
4873	123
8848	124
2280	125
2821	126
7926	127
1965	128
2055	129
3933	130
146	131
8909	132
9339	133
3947	134
7345	135
642	136
8177	137
6169	138
5669	139
7196	140
3026	141
2042	142
1039	143
1130	144
6472	145
20	146
3589	147
2717	148
9491	149
6245	150
7968	151
7619	152
1693	153
3127	154
1946	155
6373	156
2688	157
4706	158
6883	159
6979	160
2327	161
4671	162
14	163
5570	164
937	165
7698	166
7511	167
1803	168
731	169
4269	170
274	171
4589	172
4579	173
9789	174
5136	175
7568	176
7659	177
4714	178
8266	179
6198	180
7395	181
6952	182
339	183
336	184
503	185
488	186
1253	187
6253	188
3435	189
9861	190
2596	191
7650	192
2048	193
6542	194
7246	195
5753	196
1413	197
8590	198
9906	199
1205	200
3946	201
1054	202
8576	203
6737	204
3916	205
7367	206
2835	207
8402	208
3332	209
2359	210
3151	211
3056	212
8107	213
6437	214
6130	215
8094	216
3480	217
441	218
7155	219
3886	220
8929	221
7620	222
3382	223
7783	224
1042	225
9689	226
7749	227
5020	228
4003	229
7799	230
7939	231
2928	232
1635	233
2314	234
228	235
5626	236
3929	237
3811	238
2406	239
8584	240
1546	241
3482	242
8865	243
6947	244
4641	245
3542	246
5910	247
8619	248
5881	249
2674	250
6451	251
4979	252
9954	253
9734	254
8327	255
2772	256
5507	257
7837	258
2266	259
1833	260
936	261
3347	262
6274	263
3111	264
2343	265
3850	266
953	267
6435	268
6013	269
9748	270
4657	271
9362	272
5824	273
6227	274
393	275
880	276
9154	277
5756	278
2859	279
1708	280
5951	281
9331	282
1612	283
2498	284
9545	285
2294	286
2555	287
2049	288
4206	289
3614	290
7447	291
3557	292
6797	293
4124	294
9787	295
6529	296
2698	297
8342	298
9147	299
7403	300
4892	301
1851	302
6647	303
2525	304
5256	305
2362	306
1323	307
3838	308
8427	309
597	310
4559	311
2390	312
977	313
1025	314
8123	315
7492	316
190	317
2707	318
7761	319
465	320
2403	321
4328	322
952	323
7621	324
1421	325
2177	326
9905	327
298	328
4291	329
495	330
8728	331
680	332
9633	333
2654	334
3339	335
2062	336
6956	337
820	338
4982	339
1228	340
1544	341
3968	342
7686	343
6805	344
401	345
1087	346
7474	347
1747	348
1834	349
9622	350
279	351
8203	352
8268	353
1805	354
3238	355
9898	356
9956	357
381	358
5686	359
5466	360
4522	361
6983	362
717	363
967	364
447	365
5026	366
5422	367
2342	368
2156	369
7910	370
6818	371
5667	372
4010	373
5288	374
2149	375
3574	376
2487	377
8276	378
8721	379
9586	380
7038	381
8518	382
9820	383
3176	384
5827	385
4715	386
3257	387
3943	388
8609	389
5828	390
176	391
8341	392
8875	393
5025	394
518	395
3671	396
5708	397
4544	398
6490	399
9824	400
4543	401
6266	402
9446	403
2977	404
118	405
9421	406
9356	407
7556	408
3273	409
7209	410
366	411
7689	412
2682	413
8407	414
3479	415
7441	416
3190	417
7766	418
6416	419
7791	420
5735	421
3296	422
9913	423
7481	424
9809	425
1321	426
138	427
8090	428
7608	429
3965	430
996	431
7338	432
9637	433
3280	434
1194	435
300	436
8032	437
9189	438
4104	439
8686	440
2240	441
12	442
558	443
745	444
4311	445
3538	446
3598	447
5970	448
295	449
6571	450
2326	451
1033	452
4329	453
